text,topic
"And that was an increase in inflation. It has rapidly accelerating actually, since we developed this presentation, there was another month worth of inflation data recorded and we hit another 40 plus year high in terms of the trends on inflation. So.",budget
So clearly there's a great deal of uncertainty around Ukraine. And we'll talk more about it at the various impacts. That all said.,budget
"The darker lines are the most recent history, the lighter lines are the previous, the great recession. Again, tracking your loss of jobs. And then the regaining of those jobs.",budget
"We were in the bottom half of 2020. So over the second half of 2020, which is essentially year one here. And then into 2021, we were somewhat below.",budget
"In fact, 30,000 jobs. That's what the red bar here at the top shows. But it is certainly true that it's been very uneven experience.",budget
"By sector. So the leisure. Leisure and hospitality sectors, so restaurants and hotels in particular continue to suffer.",budget
"So. They explain a lot of the job loss that we have experienced manufacturing, which includes Boeing here. Is it is another area.",budget
"Where we've seen a lot of unemployment. In particular, professional and business services and the information sector. The technology sector.",budget
"Within that have been producing an actual growth of jobs. And it's really the net impact of those is again, this loss of about 30,000 jobs, but without the. Growth in the technology sector.",budget
"Obviously the employment impacts would be, would have been larger here. So. I'm.",budget
"Talking a little bit more about the, about the national economy and the forecast. And the range of forecasts that we have. I'm going to talk a little bit about these pictures just to explain them.",budget
We have two graphics. One is about GDP. The other is about employment.,budget
"And again, they show the history through. Beginning of late last year, beginning of this. And then the projections.",budget
"The first one. Is the. Is the previous baseline forecast, but there is reference.",budget
"The other three lines show the range of the forecast. In particular, the. Again, the spread.",budget
"Pink line. Each is the baseline forecast. The yellow line is the optimistic and the darker one, the pessimistic.",budget
One is that. The. The baseline remains roughly the same.,budget
"There's some, some slight change, but the general trajectory of the economy relative to last fall is about the same. However, there is increasing concern and. Increasing risk on the pessimistic side in particular.",budget
And. The potential downturn. Has also increased.,budget
So the upside isn't a whole lot. A whole lot stronger than the baseline. But it isn't hard.,budget
"You know, it's hard to imagine things getting worse. So that as we think about budgeting processes and allocation of resources, that's something to keep in mind. I will preview that.",budget
"Our recommendation is to stick with the baseline scenario, but we should do so with the awareness about other potential outcomes. We then, as I described, take that national forecast and translate it into a regional forecast. So that we can, you know, we can see that there is a pattern that is that the upside isn't a whole lot better than the baseline.",budget
"But there is significant risk in the pessimistic forecast. And here we're showing employment on the left. And again, you can see that.",budget
"Broadcast of the forecast council. The recommendation as director Noble just noted for the council was the baseline forecast. And then at the end of the presentation, we did accept the recommendation from the forecast council office.",budget
